,autoridadSancionadora,sancion,causa,dependencia,genero,puesto,multa,ingreso,value
208,OIC,INDEMNIZACIÓN RESARCITORIA,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Energía,Mujer,Director General Adjunto,19682.0,5672748.0,1
209,OIC,INDEMNIZACIÓN RESARCITORIA,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Energía,Mujer,Director General Adjunto,19682.0,5715528.0,1
210,OIC,INDEMNIZACIÓN RESARCITORIA,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Energía,Mujer,Director General Adjunto,19682.0,1750085.0,1
211,OIC,INDEMNIZACIÓN RESARCITORIA,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Energía,Mujer,Director General Adjunto,19682.0,5452788.0,1
212,OIC,INDEMNIZACIÓN RESARCITORIA,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Energía,Mujer,Director General Adjunto,19682.0,6246024.0,1
213,OIC,INDEMNIZACIÓN RESARCITORIA,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Energía,Mujer,Director General Adjunto,19682.0,6753768.0,1
214,OIC,INDEMNIZACIÓN RESARCITORIA,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Energía,Mujer,Director General Adjunto,19682.0,6376296.0,1
215,OIC,INDEMNIZACIÓN RESARCITORIA,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Energía,Mujer,Director General Adjunto,19682.0,6376296.0,1
216,OIC,SUSPENSION,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Comunicación y Transporte,Mujer,Analista,19682.0,125000.0,1
217,OIC,SUSPENSION,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Comunicación y Transporte,Mujer,Analista,19682.0,125000.0,1
218,OIC,SUSPENSION,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Comunicación y Transporte,Mujer,Analista,19682.0,600000.0,1
219,OIC,SUSPENSION,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Comunicación y Transporte,Mujer,Analista,19682.0,600000.0,1
220,OIC,SUSPENSION,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Comunicación y Transporte,Mujer,Analista,19682.0,600000.0,1
221,OIC,SUSPENSION,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Comunicación y Transporte,Mujer,Analista,19682.0,600000.0,1
222,OIC,SUSPENSION,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Comunicación y Transporte,Mujer,Analista,19682.0,600000.0,1
223,OIC,SUSPENSION,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Comunicación y Transporte,Mujer,Analista,19682.0,600000.0,1
224,Organo de Control Interno,DESTITUCION,COHECHO,Agricultura,Mujer,Gobernador/a del Estado,19682.0,600000.0,1
225,Organo de Control Interno,DESTITUCION,COHECHO,Agricultura,Mujer,Gobernador/a del Estado,19682.0,1512470.0,1
226,Organo de Control Interno,DESTITUCION,COHECHO,Agricultura,Mujer,Gobernador/a del Estado,19682.0,4677276.0,1
227,Organo de Control Interno,DESTITUCION,COHECHO,Agricultura,Mujer,Gobernador/a del Estado,19682.0,4423500.0,1
228,Organo de Control Interno,DESTITUCION,COHECHO,Agricultura,Mujer,Gobernador/a del Estado,19682.0,3820752.0,1
229,Organo de Control Interno,DESTITUCION,COHECHO,Agricultura,Mujer,Gobernador/a del Estado,19682.0,4111356.0,1
230,Organo de Control Interno,DESTITUCION,COHECHO,Agricultura,Mujer,Gobernador/a del Estado,19682.0,4391220.0,1
231,Organo de Control Interno,DESTITUCION,COHECHO,Agricultura,Mujer,Gobernador/a del Estado,19682.0,4391220.0,1
232,Organo de Control Interno,SUSPENSION,CONTRATACIÓN INDEBIDA,Educación e Investigación,Hombre,Subadministrador,19682.0,296405.0,1
233,Organo de Control Interno,SUSPENSION,CONTRATACIÓN INDEBIDA,Educación e Investigación,Hombre,Subadministrador,19682.0,1138212.0,1
234,Organo de Control Interno,SUSPENSION,CONTRATACIÓN INDEBIDA,Educación e Investigación,Hombre,Subadministrador,19682.0,1138212.0,1
235,Organo de Control Interno,SUSPENSION,CONTRATACIÓN INDEBIDA,Educación e Investigación,Hombre,Subadministrador,19682.0,1092324.0,1
236,Organo de Control Interno,SUSPENSION,CONTRATACIÓN INDEBIDA,Educación e Investigación,Hombre,Subadministrador,19682.0,1155876.0,1
237,Organo de Control Interno,SUSPENSION,CONTRATACIÓN INDEBIDA,Educación e Investigación,Hombre,Subadministrador,19682.0,1114128.0,1
238,Organo de Control Interno,SUSPENSION,CONTRATACIÓN INDEBIDA,Educación e Investigación,Hombre,Subadministrador,19682.0,1242576.0,1
239,Organo de Control Interno,SUSPENSION,CONTRATACIÓN INDEBIDA,Educación e Investigación,Hombre,Subadministrador,19682.0,1242576.0,1
240,Organo de Control Interno,MULTADO,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Industria,Mujer,Subadministrador,14344.0,1242576.0,1
241,Organo de Control Interno,MULTADO,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Industria,Mujer,Subadministrador,14344.0,357915.0,1
242,Organo de Control Interno,MULTADO,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Industria,Mujer,Subadministrador,14344.0,1609704.0,1
243,Organo de Control Interno,MULTADO,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Industria,Mujer,Subadministrador,14344.0,1614552.0,1
244,Organo de Control Interno,MULTADO,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Industria,Mujer,Subadministrador,14344.0,1447848.0,1
245,Organo de Control Interno,MULTADO,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Industria,Mujer,Subadministrador,14344.0,1607364.0,1
246,Organo de Control Interno,MULTADO,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Industria,Mujer,Subadministrador,14344.0,1553916.0,1
247,Organo de Control Interno,MULTADO,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Industria,Mujer,Subadministrador,14344.0,1553916.0,1
248,OIC,INDEMNIZACIÓN RESARCITORIA,COHECHO,Economía y Desarrollo,Hombre,Director de Area,16127.0,1553916.0,1
249,OIC,INDEMNIZACIÓN RESARCITORIA,COHECHO,Economía y Desarrollo,Hombre,Director de Area,16127.0,323545.0,1
250,OIC,INDEMNIZACIÓN RESARCITORIA,COHECHO,Economía y Desarrollo,Hombre,Director de Area,16127.0,1532940.0,1
251,OIC,INDEMNIZACIÓN RESARCITORIA,COHECHO,Economía y Desarrollo,Hombre,Director de Area,16127.0,1504476.0,1
252,OIC,INDEMNIZACIÓN RESARCITORIA,COHECHO,Economía y Desarrollo,Hombre,Director de Area,16127.0,1471392.0,1
253,OIC,INDEMNIZACIÓN RESARCITORIA,COHECHO,Economía y Desarrollo,Hombre,Director de Area,16127.0,1608204.0,1
254,OIC,INDEMNIZACIÓN RESARCITORIA,COHECHO,Economía y Desarrollo,Hombre,Director de Area,16127.0,1556184.0,1
255,OIC,INDEMNIZACIÓN RESARCITORIA,COHECHO,Economía y Desarrollo,Hombre,Director de Area,16127.0,1556184.0,1
256,OIC,SANCIÓN ECONÓMICA,CONFLICTO DE INTERÉS,Seguridad Nacional,Mujer,Analista,9949.0,1556184.0,1
257,OIC,SANCIÓN ECONÓMICA,CONFLICTO DE INTERÉS,Seguridad Nacional,Mujer,Analista,9949.0,105560.0,1
258,OIC,SANCIÓN ECONÓMICA,CONFLICTO DE INTERÉS,Seguridad Nacional,Mujer,Analista,9949.0,506688.0,1
259,OIC,SANCIÓN ECONÓMICA,CONFLICTO DE INTERÉS,Seguridad Nacional,Mujer,Analista,9949.0,506688.0,1
260,OIC,SANCIÓN ECONÓMICA,CONFLICTO DE INTERÉS,Seguridad Nacional,Mujer,Analista,9949.0,506688.0,1
261,OIC,SANCIÓN ECONÓMICA,CONFLICTO DE INTERÉS,Seguridad Nacional,Mujer,Analista,9949.0,506688.0,1
262,OIC,SANCIÓN ECONÓMICA,CONFLICTO DE INTERÉS,Seguridad Nacional,Mujer,Analista,9949.0,506688.0,1
263,OIC,SANCIÓN ECONÓMICA,CONFLICTO DE INTERÉS,Seguridad Nacional,Mujer,Analista,9949.0,506688.0,1
264,Tribunal,MULTADO,TRÁFICO DE INFLUENCIAS,Educación e Investigación,Mujer,Subdirector de Area,18566.0,506688.0,1
265,Tribunal,MULTADO,TRÁFICO DE INFLUENCIAS,Educación e Investigación,Mujer,Subdirector de Area,18566.0,326590.0,1
266,Tribunal,MULTADO,TRÁFICO DE INFLUENCIAS,Educación e Investigación,Mujer,Subdirector de Area,18566.0,1541496.0,1
267,Tribunal,MULTADO,TRÁFICO DE INFLUENCIAS,Educación e Investigación,Mujer,Subdirector de Area,18566.0,1585476.0,1
268,Tribunal,MULTADO,TRÁFICO DE INFLUENCIAS,Educación e Investigación,Mujer,Subdirector de Area,18566.0,1599420.0,1
269,Tribunal,MULTADO,TRÁFICO DE INFLUENCIAS,Educación e Investigación,Mujer,Subdirector de Area,18566.0,1480776.0,1
270,Tribunal,MULTADO,TRÁFICO DE INFLUENCIAS,Educación e Investigación,Mujer,Subdirector de Area,18566.0,1515936.0,1
271,Tribunal,MULTADO,TRÁFICO DE INFLUENCIAS,Educación e Investigación,Mujer,Subdirector de Area,18566.0,1515936.0,1
272,Organo de Control Interno,SUSPENSION,CONFLICTO DE INTERÉS,Educación e Investigación,Mujer,Director General Paraestatal B,18566.0,1515936.0,1
273,Organo de Control Interno,SUSPENSION,CONFLICTO DE INTERÉS,Educación e Investigación,Mujer,Director General Paraestatal B,18566.0,1737705.0,1
274,Organo de Control Interno,SUSPENSION,CONFLICTO DE INTERÉS,Educación e Investigación,Mujer,Director General Paraestatal B,18566.0,6229656.0,1
275,Organo de Control Interno,SUSPENSION,CONFLICTO DE INTERÉS,Educación e Investigación,Mujer,Director General Paraestatal B,18566.0,6966840.0,1
276,Organo de Control Interno,SUSPENSION,CONFLICTO DE INTERÉS,Educación e Investigación,Mujer,Director General Paraestatal B,18566.0,6673020.0,1
277,Organo de Control Interno,SUSPENSION,CONFLICTO DE INTERÉS,Educación e Investigación,Mujer,Director General Paraestatal B,18566.0,5796732.0,1
278,Organo de Control Interno,SUSPENSION,CONFLICTO DE INTERÉS,Educación e Investigación,Mujer,Director General Paraestatal B,18566.0,5784672.0,1
279,Organo de Control Interno,SUSPENSION,CONFLICTO DE INTERÉS,Educación e Investigación,Mujer,Director General Paraestatal B,18566.0,5784672.0,1
280,Contraloría Interna,ACTA ADMINISTRATIVA,CONFLICTO DE INTERÉS,Educación e Investigación,Mujer,Jefe de Departamento,18566.0,5784672.0,1
281,Contraloría Interna,ACTA ADMINISTRATIVA,CONFLICTO DE INTERÉS,Educación e Investigación,Mujer,Jefe de Departamento,18566.0,105560.0,1
282,Contraloría Interna,ACTA ADMINISTRATIVA,CONFLICTO DE INTERÉS,Educación e Investigación,Mujer,Jefe de Departamento,18566.0,506688.0,1
283,Contraloría Interna,ACTA ADMINISTRATIVA,CONFLICTO DE INTERÉS,Educación e Investigación,Mujer,Jefe de Departamento,18566.0,506688.0,1
284,Contraloría Interna,ACTA ADMINISTRATIVA,CONFLICTO DE INTERÉS,Educación e Investigación,Mujer,Jefe de Departamento,18566.0,506688.0,1
285,Contraloría Interna,ACTA ADMINISTRATIVA,CONFLICTO DE INTERÉS,Educación e Investigación,Mujer,Jefe de Departamento,18566.0,506688.0,1
286,Contraloría Interna,ACTA ADMINISTRATIVA,CONFLICTO DE INTERÉS,Educación e Investigación,Mujer,Jefe de Departamento,18566.0,506688.0,1
287,Contraloría Interna,ACTA ADMINISTRATIVA,CONFLICTO DE INTERÉS,Educación e Investigación,Mujer,Jefe de Departamento,18566.0,506688.0,1
288,Contraloría Interna,SANCIÓN ECONÓMICA,ENRIQUECIMIENTO OCULTO,Servicios,Hombre,Analista,14224.0,506688.0,1
289,Contraloría Interna,SANCIÓN ECONÓMICA,ENRIQUECIMIENTO OCULTO,Servicios,Hombre,Analista,14224.0,608904.0,1
290,Contraloría Interna,SANCIÓN ECONÓMICA,ENRIQUECIMIENTO OCULTO,Servicios,Hombre,Analista,14224.0,126855.0,1
291,Contraloría Interna,SANCIÓN ECONÓMICA,ENRIQUECIMIENTO OCULTO,Servicios,Hombre,Analista,14224.0,608904.0,1
292,Contraloría Interna,SANCIÓN ECONÓMICA,ENRIQUECIMIENTO OCULTO,Servicios,Hombre,Analista,14224.0,608904.0,1
293,Contraloría Interna,SANCIÓN ECONÓMICA,ENRIQUECIMIENTO OCULTO,Servicios,Hombre,Analista,14224.0,608904.0,1
294,Contraloría Interna,SANCIÓN ECONÓMICA,ENRIQUECIMIENTO OCULTO,Servicios,Hombre,Analista,14224.0,608904.0,1
295,Contraloría Interna,SANCIÓN ECONÓMICA,ENRIQUECIMIENTO OCULTO,Servicios,Hombre,Analista,14224.0,608904.0,1
296,Contraloría Interna,ACTA ADMINISTRATIVA,ENRIQUECIMIENTO OCULTO,Banca y Finanzas,Hombre,Analista,14224.0,608904.0,1
297,Contraloría Interna,ACTA ADMINISTRATIVA,ENRIQUECIMIENTO OCULTO,Banca y Finanzas,Hombre,Analista,14224.0,125000.0,1
298,Contraloría Interna,ACTA ADMINISTRATIVA,ENRIQUECIMIENTO OCULTO,Banca y Finanzas,Hombre,Analista,14224.0,600000.0,1
299,Contraloría Interna,ACTA ADMINISTRATIVA,ENRIQUECIMIENTO OCULTO,Banca y Finanzas,Hombre,Analista,14224.0,600000.0,1
300,Contraloría Interna,ACTA ADMINISTRATIVA,ENRIQUECIMIENTO OCULTO,Banca y Finanzas,Hombre,Analista,14224.0,600000.0,1
301,Contraloría Interna,ACTA ADMINISTRATIVA,ENRIQUECIMIENTO OCULTO,Banca y Finanzas,Hombre,Analista,14224.0,600000.0,1
302,Contraloría Interna,ACTA ADMINISTRATIVA,ENRIQUECIMIENTO OCULTO,Banca y Finanzas,Hombre,Analista,14224.0,600000.0,1
303,Contraloría Interna,ACTA ADMINISTRATIVA,ENRIQUECIMIENTO OCULTO,Banca y Finanzas,Hombre,Analista,14224.0,600000.0,1
304,Contraloría Interna,INDEMNIZACIÓN RESARCITORIA,TRÁFICO DE INFLUENCIAS,Medio Ambiente,Mujer,Director General Adjunto,27829.0,1553430.0,1
305,Contraloría Interna,INDEMNIZACIÓN RESARCITORIA,TRÁFICO DE INFLUENCIAS,Medio Ambiente,Mujer,Director General Adjunto,27829.0,1553430.0,1
306,Contraloría Interna,INDEMNIZACIÓN RESARCITORIA,TRÁFICO DE INFLUENCIAS,Medio Ambiente,Mujer,Director General Adjunto,27829.0,3995184.0,1
307,Contraloría Interna,INDEMNIZACIÓN RESARCITORIA,TRÁFICO DE INFLUENCIAS,Medio Ambiente,Mujer,Director General Adjunto,27829.0,4161432.0,1
308,Contraloría Interna,INDEMNIZACIÓN RESARCITORIA,TRÁFICO DE INFLUENCIAS,Medio Ambiente,Mujer,Director General Adjunto,27829.0,4060260.0,1
309,Contraloría Interna,INDEMNIZACIÓN RESARCITORIA,TRÁFICO DE INFLUENCIAS,Medio Ambiente,Mujer,Director General Adjunto,27829.0,4393860.0,1
310,Contraloría Interna,INDEMNIZACIÓN RESARCITORIA,TRÁFICO DE INFLUENCIAS,Medio Ambiente,Mujer,Director General Adjunto,27829.0,3888096.0,1
311,Contraloría Interna,INDEMNIZACIÓN RESARCITORIA,TRÁFICO DE INFLUENCIAS,Medio Ambiente,Mujer,Director General Adjunto,27829.0,3888096.0,1
312,Tribunal,INDEMNIZACIÓN RESARCITORIA,ABUSO DE FUNCIONES,Comunicación y Transporte,Mujer,Director General Paraestatal C,12786.0,3888096.0,1
313,Tribunal,INDEMNIZACIÓN RESARCITORIA,ABUSO DE FUNCIONES,Comunicación y Transporte,Mujer,Director General Paraestatal C,12786.0,1603430.0,1
314,Tribunal,INDEMNIZACIÓN RESARCITORIA,ABUSO DE FUNCIONES,Comunicación y Transporte,Mujer,Director General Paraestatal C,12786.0,4081584.0,1
315,Tribunal,INDEMNIZACIÓN RESARCITORIA,ABUSO DE FUNCIONES,Comunicación y Transporte,Mujer,Director General Paraestatal C,12786.0,4928616.0,1
316,Tribunal,INDEMNIZACIÓN RESARCITORIA,ABUSO DE FUNCIONES,Comunicación y Transporte,Mujer,Director General Paraestatal C,12786.0,4020588.0,1
317,Tribunal,INDEMNIZACIÓN RESARCITORIA,ABUSO DE FUNCIONES,Comunicación y Transporte,Mujer,Director General Paraestatal C,12786.0,4867848.0,1
318,Tribunal,INDEMNIZACIÓN RESARCITORIA,ABUSO DE FUNCIONES,Comunicación y Transporte,Mujer,Director General Paraestatal C,12786.0,4855992.0,1
319,Tribunal,INDEMNIZACIÓN RESARCITORIA,ABUSO DE FUNCIONES,Comunicación y Transporte,Mujer,Director General Paraestatal C,12786.0,4855992.0,1
320,Contraloría Interna,DESTITUCION,CONFLICTO DE INTERÉS,Medio Ambiente,Hombre,Director General Paraestatal B,12786.0,4855992.0,1
321,Contraloría Interna,DESTITUCION,CONFLICTO DE INTERÉS,Medio Ambiente,Hombre,Director General Paraestatal B,12786.0,4793736.0,1
322,Contraloría Interna,DESTITUCION,CONFLICTO DE INTERÉS,Medio Ambiente,Hombre,Director General Paraestatal B,12786.0,1516575.0,1
323,Contraloría Interna,DESTITUCION,CONFLICTO DE INTERÉS,Medio Ambiente,Hombre,Director General Paraestatal B,12786.0,4340736.0,1
324,Contraloría Interna,DESTITUCION,CONFLICTO DE INTERÉS,Medio Ambiente,Hombre,Director General Paraestatal B,12786.0,4911672.0,1
325,Contraloría Interna,DESTITUCION,CONFLICTO DE INTERÉS,Medio Ambiente,Hombre,Director General Paraestatal B,12786.0,4717776.0,1
326,Contraloría Interna,DESTITUCION,CONFLICTO DE INTERÉS,Medio Ambiente,Hombre,Director General Paraestatal B,12786.0,4695000.0,1
327,Contraloría Interna,DESTITUCION,CONFLICTO DE INTERÉS,Medio Ambiente,Hombre,Director General Paraestatal B,12786.0,4695000.0,1
328,Organo de Control Interno,INDEMNIZACIÓN RESARCITORIA,ABUSO DE FUNCIONES,Banca y Finanzas,Hombre,Director General Paraestatal C,21886.0,4695000.0,1
329,Organo de Control Interno,INDEMNIZACIÓN RESARCITORIA,ABUSO DE FUNCIONES,Banca y Finanzas,Hombre,Director General Paraestatal C,21886.0,1208635.0,1
330,Organo de Control Interno,INDEMNIZACIÓN RESARCITORIA,ABUSO DE FUNCIONES,Banca y Finanzas,Hombre,Director General Paraestatal C,21886.0,4581228.0,1
331,Organo de Control Interno,INDEMNIZACIÓN RESARCITORIA,ABUSO DE FUNCIONES,Banca y Finanzas,Hombre,Director General Paraestatal C,21886.0,4487892.0,1
332,Organo de Control Interno,INDEMNIZACIÓN RESARCITORIA,ABUSO DE FUNCIONES,Banca y Finanzas,Hombre,Director General Paraestatal C,21886.0,4382748.0,1
333,Organo de Control Interno,INDEMNIZACIÓN RESARCITORIA,ABUSO DE FUNCIONES,Banca y Finanzas,Hombre,Director General Paraestatal C,21886.0,4918104.0,1
334,Organo de Control Interno,INDEMNIZACIÓN RESARCITORIA,ABUSO DE FUNCIONES,Banca y Finanzas,Hombre,Director General Paraestatal C,21886.0,4079004.0,1
335,Organo de Control Interno,INDEMNIZACIÓN RESARCITORIA,ABUSO DE FUNCIONES,Banca y Finanzas,Hombre,Director General Paraestatal C,21886.0,4079004.0,1
336,Tribunal,INDEMNIZACIÓN RESARCITORIA,TRÁFICO DE INFLUENCIAS,Economía y Desarrollo,Hombre,Jefe de Departamento,26793.0,4079004.0,1
337,Tribunal,INDEMNIZACIÓN RESARCITORIA,TRÁFICO DE INFLUENCIAS,Economía y Desarrollo,Hombre,Jefe de Departamento,26793.0,160000.0,1
338,Tribunal,INDEMNIZACIÓN RESARCITORIA,TRÁFICO DE INFLUENCIAS,Economía y Desarrollo,Hombre,Jefe de Departamento,26793.0,768000.0,1
339,Tribunal,INDEMNIZACIÓN RESARCITORIA,TRÁFICO DE INFLUENCIAS,Economía y Desarrollo,Hombre,Jefe de Departamento,26793.0,768000.0,1
340,Tribunal,INDEMNIZACIÓN RESARCITORIA,TRÁFICO DE INFLUENCIAS,Economía y Desarrollo,Hombre,Jefe de Departamento,26793.0,768000.0,1
341,Tribunal,INDEMNIZACIÓN RESARCITORIA,TRÁFICO DE INFLUENCIAS,Economía y Desarrollo,Hombre,Jefe de Departamento,26793.0,768000.0,1
342,Tribunal,INDEMNIZACIÓN RESARCITORIA,TRÁFICO DE INFLUENCIAS,Economía y Desarrollo,Hombre,Jefe de Departamento,26793.0,768000.0,1
343,Tribunal,INDEMNIZACIÓN RESARCITORIA,TRÁFICO DE INFLUENCIAS,Economía y Desarrollo,Hombre,Jefe de Departamento,26793.0,768000.0,1
344,Tribunal,ACTA ADMINISTRATIVA,ENRIQUECIMIENTO OCULTO,Economía y Desarrollo,Hombre,Titular de Unidad,26793.0,768000.0,1
345,Tribunal,ACTA ADMINISTRATIVA,ENRIQUECIMIENTO OCULTO,Economía y Desarrollo,Hombre,Titular de Unidad,26793.0,1670995.0,1
346,Tribunal,ACTA ADMINISTRATIVA,ENRIQUECIMIENTO OCULTO,Economía y Desarrollo,Hombre,Titular de Unidad,26793.0,4226268.0,1
347,Tribunal,ACTA ADMINISTRATIVA,ENRIQUECIMIENTO OCULTO,Economía y Desarrollo,Hombre,Titular de Unidad,26793.0,4270452.0,1
348,Tribunal,ACTA ADMINISTRATIVA,ENRIQUECIMIENTO OCULTO,Economía y Desarrollo,Hombre,Titular de Unidad,26793.0,5271168.0,1
349,Tribunal,ACTA ADMINISTRATIVA,ENRIQUECIMIENTO OCULTO,Economía y Desarrollo,Hombre,Titular de Unidad,26793.0,4321368.0,1
350,Tribunal,ACTA ADMINISTRATIVA,ENRIQUECIMIENTO OCULTO,Economía y Desarrollo,Hombre,Titular de Unidad,26793.0,4321368.0,1
351,Tribunal,ACTA ADMINISTRATIVA,ENRIQUECIMIENTO OCULTO,Economía y Desarrollo,Hombre,Titular de Unidad,26793.0,5270868.0,1
352,OIC,INDEMNIZACIÓN RESARCITORIA,COHECHO,Agricultura,Hombre,Director General Paraestatal A,8294.0,5270868.0,1
353,OIC,INDEMNIZACIÓN RESARCITORIA,COHECHO,Agricultura,Hombre,Director General Paraestatal A,8294.0,1767560.0,1
354,OIC,INDEMNIZACIÓN RESARCITORIA,COHECHO,Agricultura,Hombre,Director General Paraestatal A,8294.0,5645040.0,1
355,OIC,INDEMNIZACIÓN RESARCITORIA,COHECHO,Agricultura,Hombre,Director General Paraestatal A,8294.0,6122940.0,1
356,OIC,INDEMNIZACIÓN RESARCITORIA,COHECHO,Agricultura,Hombre,Director General Paraestatal A,8294.0,5736204.0,1
357,OIC,INDEMNIZACIÓN RESARCITORIA,COHECHO,Agricultura,Hombre,Director General Paraestatal A,8294.0,5625564.0,1
358,OIC,INDEMNIZACIÓN RESARCITORIA,COHECHO,Agricultura,Hombre,Director General Paraestatal A,8294.0,6279756.0,1
359,OIC,INDEMNIZACIÓN RESARCITORIA,COHECHO,Agricultura,Hombre,Director General Paraestatal A,8294.0,6279756.0,1
360,OIC,MULTADO,PECULADO,Salud,Mujer,Subadministrador,6085.0,6279756.0,1
361,OIC,MULTADO,PECULADO,Salud,Mujer,Subadministrador,6085.0,363260.0,1
362,OIC,MULTADO,PECULADO,Salud,Mujer,Subadministrador,6085.0,1550076.0,1
363,OIC,MULTADO,PECULADO,Salud,Mujer,Subadministrador,6085.0,1455588.0,1
364,OIC,MULTADO,PECULADO,Salud,Mujer,Subadministrador,6085.0,1569960.0,1
365,OIC,MULTADO,PECULADO,Salud,Mujer,Subadministrador,6085.0,1488288.0,1
366,OIC,MULTADO,PECULADO,Salud,Mujer,Subadministrador,6085.0,1603512.0,1
367,OIC,MULTADO,PECULADO,Salud,Mujer,Subadministrador,6085.0,1603512.0,1
368,Tribunal,SANCIÓN ECONÓMICA,TRÁFICO DE INFLUENCIAS,Salud,Hombre,Subdirector de Area,16977.0,1603512.0,1
369,Tribunal,SANCIÓN ECONÓMICA,TRÁFICO DE INFLUENCIAS,Salud,Hombre,Subdirector de Area,16977.0,240390.0,1
370,Tribunal,SANCIÓN ECONÓMICA,TRÁFICO DE INFLUENCIAS,Salud,Hombre,Subdirector de Area,16977.0,1099776.0,1
371,Tribunal,SANCIÓN ECONÓMICA,TRÁFICO DE INFLUENCIAS,Salud,Hombre,Subdirector de Area,16977.0,1097652.0,1
372,Tribunal,SANCIÓN ECONÓMICA,TRÁFICO DE INFLUENCIAS,Salud,Hombre,Subdirector de Area,16977.0,1187304.0,1
373,Tribunal,SANCIÓN ECONÓMICA,TRÁFICO DE INFLUENCIAS,Salud,Hombre,Subdirector de Area,16977.0,1088460.0,1
374,Tribunal,SANCIÓN ECONÓMICA,TRÁFICO DE INFLUENCIAS,Salud,Hombre,Subdirector de Area,16977.0,1178520.0,1
375,Tribunal,SANCIÓN ECONÓMICA,TRÁFICO DE INFLUENCIAS,Salud,Hombre,Subdirector de Area,16977.0,1178520.0,1
376,OIC,SUSPENSION,NEPOTISMO,Economía y Desarrollo,Mujer,Analista,16977.0,1178520.0,1
377,OIC,SUSPENSION,NEPOTISMO,Economía y Desarrollo,Mujer,Analista,16977.0,600000.0,1
378,OIC,SUSPENSION,NEPOTISMO,Economía y Desarrollo,Mujer,Analista,16977.0,125000.0,1
379,OIC,SUSPENSION,NEPOTISMO,Economía y Desarrollo,Mujer,Analista,16977.0,600000.0,1
380,OIC,SUSPENSION,NEPOTISMO,Economía y Desarrollo,Mujer,Analista,16977.0,600000.0,1
381,OIC,SUSPENSION,NEPOTISMO,Economía y Desarrollo,Mujer,Analista,16977.0,600000.0,1
